discovery_sequence,program_name,source_url,canonical_url,catalogue_identifier,program_identifier,section_found_in,detected_credentials,classification_evidence,exclusion_reason,classified_at
991,Public Policy Advocacy Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32390&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32390,catoid=22,poid=32390,"Programs, Minors and Certificates",[],"{""title"": ""Public Policy Advocacy Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
992,Public Policy Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32329&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32329,catoid=22,poid=32329,"Programs, Minors and Certificates",[],"{""title"": ""Public Policy Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
993,Real Estate Development Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32332&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32332,catoid=22,poid=32332,"Programs, Minors and Certificates",[],"{""title"": ""Real Estate Development Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
994,Real Estate Law Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32847&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32847,catoid=22,poid=32847,"Programs, Minors and Certificates",[],"{""title"": ""Real Estate Law Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
995,Regulatory and Clinical Affairs Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32305&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32305,catoid=22,poid=32305,"Programs, Minors and Certificates",[],"{""title"": ""Regulatory and Clinical Affairs Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
996,Religious Studies Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32505&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32505,catoid=22,poid=32505,"Programs, Minors and Certificates",[],"{""title"": ""Religious Studies Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
997,Remote Sensing for Earth Observation Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32629&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32629,catoid=22,poid=32629,"Programs, Minors and Certificates",[],"{""title"": ""Remote Sensing for Earth Observation Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
998,Risk Management Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32899&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32899,catoid=22,poid=32899,"Programs, Minors and Certificates",[],"{""title"": ""Risk Management Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
999,"School Counseling, Post-Master’s Certificate",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32818&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32818,catoid=22,poid=32818,"Programs, Minors and Certificates",[],"{""title"": ""School Counseling, Post-Master's Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1000,Science and Technology Studies Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32657&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32657,catoid=22,poid=32657,"Programs, Minors and Certificates",[],"{""title"": ""Science and Technology Studies Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1001,Sensory Processing and Sensory Integration Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32777&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32777,catoid=22,poid=32777,"Programs, Minors and Certificates",[],"{""title"": ""Sensory Processing and Sensory Integration Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1002,Social Innovation Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32475&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32475,catoid=22,poid=32475,"Programs, Minors and Certificates",[],"{""title"": ""Social Innovation Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1003,Social Justice Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32442&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32442,catoid=22,poid=32442,"Programs, Minors and Certificates",[],"{""title"": ""Social Justice Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1004,Social Work Administration Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32774&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32774,catoid=22,poid=32774,"Programs, Minors and Certificates",[],"{""title"": ""Social Work Administration Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1005,Social Work Practice in Addiction Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32760&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32760,catoid=22,poid=32760,"Programs, Minors and Certificates",[],"{""title"": ""Social Work Practice in Addiction Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1006,Spatial Analytics Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31945&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31945,catoid=22,poid=31945,"Programs, Minors and Certificates",[],"{""title"": ""Spatial Analytics Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1007,Spatial Sciences for Global Health Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32778&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32778,catoid=22,poid=32778,"Programs, Minors and Certificates",[],"{""title"": ""Spatial Sciences for Global Health Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1008,Sports Administration and Leadership Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32966&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32966,catoid=22,poid=32966,"Programs, Minors and Certificates",[],"{""title"": ""Sports Administration and Leadership Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1009,Sports Law and Negotiation Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32937&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32937,catoid=22,poid=32937,"Programs, Minors and Certificates",[],"{""title"": ""Sports Law and Negotiation Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1010,Sports Pharmacy Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32890&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32890,catoid=22,poid=32890,"Programs, Minors and Certificates",[],"{""title"": ""Sports Pharmacy Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1011,Stem Cell Biology and Regenerative Medicine Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32444&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32444,catoid=22,poid=32444,"Programs, Minors and Certificates",[],"{""title"": ""Stem Cell Biology and Regenerative Medicine Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1012,Strategic Corporate and Organizational Communication Management Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31959&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31959,catoid=22,poid=31959,"Programs, Minors and Certificates",[],"{""title"": ""Strategic Corporate and Organizational Communication Management Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1013,Strategy and Management Consulting Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32412&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32412,catoid=22,poid=32412,"Programs, Minors and Certificates",[],"{""title"": ""Strategy and Management Consulting Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1014,Sustainability and Business Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31650&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31650,catoid=22,poid=31650,"Programs, Minors and Certificates",[],"{""title"": ""Sustainability and Business Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1015,Sustainable Design Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31564&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31564,catoid=22,poid=31564,"Programs, Minors and Certificates",[],"{""title"": ""Sustainable Design Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1016,Sustainable Policy and Planning Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32331&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32331,catoid=22,poid=32331,"Programs, Minors and Certificates",[],"{""title"": ""Sustainable Policy and Planning Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1017,Systems Architecting and Engineering Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32140&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32140,catoid=22,poid=32140,"Programs, Minors and Certificates",[],"{""title"": ""Systems Architecting and Engineering Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1018,Technology and Entrepreneurship Law Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32403&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32403,catoid=22,poid=32403,"Programs, Minors and Certificates",[],"{""title"": ""Technology and Entrepreneurship Law Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1019,Technology Commercialization Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31651&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31651,catoid=22,poid=31651,"Programs, Minors and Certificates",[],"{""title"": ""Technology Commercialization Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1020,Technology for National Security Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32823&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32823,catoid=22,poid=32823,"Programs, Minors and Certificates",[],"{""title"": ""Technology for National Security Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1021,Telebehavioral Health Practice Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32822&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32822,catoid=22,poid=32822,"Programs, Minors and Certificates",[],"{""title"": ""Telebehavioral Health Practice Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1022,Translation and Entrepreneurship in Biomedical Sciences Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32594&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32594,catoid=22,poid=32594,"Programs, Minors and Certificates",[],"{""title"": ""Translation and Entrepreneurship in Biomedical Sciences Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1023,Translation Studies Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32570&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32570,catoid=22,poid=32570,"Programs, Minors and Certificates",[],"{""title"": ""Translation Studies Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1024,Translational Biotechnology Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32561&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32561,catoid=22,poid=32561,"Programs, Minors and Certificates",[],"{""title"": ""Translational Biotechnology Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1025,Transnational Law and Business Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32520&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32520,catoid=22,poid=32520,"Programs, Minors and Certificates",[],"{""title"": ""Transnational Law and Business Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1026,Transportation Planning Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32713&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32713,catoid=22,poid=32713,"Programs, Minors and Certificates",[],"{""title"": ""Transportation Planning Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1027,Transportation Systems Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32081&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32081,catoid=22,poid=32081,"Programs, Minors and Certificates",[],"{""title"": ""Transportation Systems Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1028,Trauma Informed Practices in Educational Settings Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32786&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32786,catoid=22,poid=32786,"Programs, Minors and Certificates",[],"{""title"": ""Trauma Informed Practices in Educational Settings Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1029,Visual Anthropology Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31707&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31707,catoid=22,poid=31707,"Programs, Minors and Certificates",[],"{""title"": ""Visual Anthropology Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1030,Visual Social Work Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32787&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32787,catoid=22,poid=32787,"Programs, Minors and Certificates",[],"{""title"": ""Visual Social Work Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1031,Visual Studies Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31715&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31715,catoid=22,poid=31715,"Programs, Minors and Certificates",[],"{""title"": ""Visual Studies Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1032,Writing for Screen and Television Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32394&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32394,catoid=22,poid=32394,"Programs, Minors and Certificates",[],"{""title"": ""Writing for Screen and Television Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1033,Youth Advocacy Graduate Certificate,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32913&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32913,catoid=22,poid=32913,"Programs, Minors and Certificates",[],"{""title"": ""Youth Advocacy Graduate Certificate"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""certificate""}",certificate designation: 'certificate',2026-07-31T01:26:34Z
1034,Aerospace Engineering (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32565&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32565,catoid=22,poid=32565,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Aerospace Engineering (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1035,Aerospace Engineering and Computational Science (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32955&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32955,catoid=22,poid=32955,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Aerospace Engineering and Computational Science (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1036,American Studies and Ethnicity (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31698&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31698,catoid=22,poid=31698,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""American Studies and Ethnicity (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1037,Anthropology (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31709&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31709,catoid=22,poid=31709,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Anthropology (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1038,Applied Mathematics (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31864&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31864,catoid=22,poid=31864,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Applied Mathematics (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1039,Architecture (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31590&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31590,catoid=22,poid=31590,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Architecture (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1040,Art History (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31716&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31716,catoid=22,poid=31716,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Art History (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1041,Astronautical Engineering (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32373&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32373,catoid=22,poid=32373,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Astronautical Engineering (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1042,Biokinesiology (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32163&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32163,catoid=22,poid=32163,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Biokinesiology (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1043,Biology (Marine and Environmental Biology) (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32771&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32771,catoid=22,poid=32771,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Biology (Marine and Environmental Biology) (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1044,Biomedical Engineering (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32056&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32056,catoid=22,poid=32056,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Biomedical Engineering (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
1045,Biostatistics (PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32225&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32225,catoid=22,poid=32225,"Programs, Minors and Certificates","[""PhD""]","{""title"": ""Biostatistics (PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD"", ""credential_groups"": [""PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD""]}",graduate credential(s) ['PhD'] in credential field 'PhD',2026-07-31T01:26:34Z
