sequence_number,program_name,credential,school,catalogue_year,catalogue_identifier,program_identifier,source_url,canonical_url,acquisition_mode,output_filename,content_character_count,content_line_count,content_sha256,file_sha256,source_html_sha256,rendered_dom_sha256,classification_status,extraction_status,retrieved_at
360,Law and Biopharmaceutical Sciences Minor,,,2026-2027,catoid=22,poid=32880,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32880&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32880,direct_html,360_law_and_biopharmaceutical_sciences_minor.txt,1759,48,81acbd209ad69330dfe29a2a1ae875675c54861d6ea0f71bbb5a84ef746de798,a72b4caa39e4056898a5b327a975497fbf64255bae39bf9de07691b25d688425,6ce776bf36c85230615b007c0e831b2f4e3ebb62362cc3227c79f5a8df046e37,,included,complete,2026-07-31T01:08:02Z
361,Law and Government Minor,,,2026-2027,catoid=22,poid=32943,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32943&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32943,direct_html,361_law_and_government_minor.txt,1545,45,4e97ca13ca62f380b7f4fd51da29e9dd6baa43a940c23916e78014c65ade7803,d96a9d8d9b24cc0bb0071b499bd17d1ab97e7013430be965192e1aa49cfec02f,f1add20d562ae2374a592bc3637ac9db3c6080594a068143f632b82b8bd15d96,,included,complete,2026-07-31T01:08:05Z
362,Law and Innovation Minor,,Young Academy,2026-2027,catoid=22,poid=32944,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32944&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32944,direct_html,362_law_and_innovation_minor.txt,1822,45,2fa8d4196bc4e7242581765e8e78b28f18d2c8ece20fbea08949c6223d205682,1e3bfc3742fb0df6a7150da53b06f316c2f27634a93178fc78110c1a1a506464,8f75f7adc97ed0123c4d6118155beda0c3cd4dc22b3565664c6fa54f2095d0dd,,included,complete,2026-07-31T01:08:07Z
363,Law and Migration Studies Minor,,,2026-2027,catoid=22,poid=32703,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32703&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32703,direct_html,363_law_and_migration_studies_minor.txt,2010,53,5a06455b3d6e1a8196eeb83c8d1e037a234eb78b6f7abbff7a638c3772c76b1b,9af3fad464cdae7fb4ac002b2d57a880e7513fc9f2001fa99afb15cd00953d92,359bdbf3881b83df37b6d6efd0ee33f67e958fc8d750d97d85338f30eea6a5ef,,included,complete,2026-07-31T01:08:09Z
364,Law and Public Health Minor,,,2026-2027,catoid=22,poid=32931,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32931&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32931,direct_html,364_law_and_public_health_minor.txt,1826,40,a1bd72168fe8ca89278227e2a318728bdd2d2fcd7aae201e7d8655adc2f16371,bf9dea72009eed59d6c336474a66801b8094998558d63f12b11f3f1aeb1d22c0,f71d6176e8bc65a8f64f2b661b7d94f31c4c6ae07f0e9667f8976cdcdb7798f6,,included,complete,2026-07-31T01:08:12Z
365,Law and Public Policy Minor,,,2026-2027,catoid=22,poid=32309,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32309&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32309,browser_rendered_dom,365_law_and_public_policy_minor.txt,1604,35,0b7f065f5e9e84555a7f5584b78e32a1a8f19a8f5475aa798f5b665b430e6635,76e536033458cc655bcfc52206c84fdef89951a70bdbd7b7e07538243986aa9e,b6d8087c26a9856df662d3b60837641bef3402380c3de0a0cbd322019a856709,47e2749b946c210200a12915dcc6e321baa066def7164a7bdd6eb61654ecaeea,included,complete,2026-08-14T02:17:25Z
366,Law and Regulation of Artificial Intelligence Minor,,,2026-2027,catoid=22,poid=32878,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32878&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32878,direct_html,366_law_and_regulation_of_artificial_intelligence_minor.txt,1434,42,43c9358d708655cebcaa3acfd9b403ea33b00ed0ebbe0509e5ef6e32de90555f,097980926b9eb60ca3d3e1f4ab5a3eb623ab9e39898666240f3757af1c6e3b74,c720c8153e8e646bccfbc6f488fae5f088044502496aecfb31459df128c35708,,included,complete,2026-07-31T01:10:07Z
367,Law and Social Justice Minor,,,2026-2027,catoid=22,poid=32702,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32702&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32702,direct_html,367_law_and_social_justice_minor.txt,2793,72,371b0bf10adac3134488716336d2d6dfabbe10b572d35a7097d32cbbd0997401,08cff02838bc187fdd79d23fd9ebd2cfc4aab1912f3b529afe890874dd572d06,b570e71765fff13f2f1a6e6d86212346934e5257f35cc281ac2d6e3d296bc6b2,,included,complete,2026-07-31T01:10:08Z
368,Law and Society Minor,,,2026-2027,catoid=22,poid=31900,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31900&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31900,direct_html,368_law_and_society_minor.txt,2838,78,46acc1abea3a25415e3e514664e88a8529976d7ee6dad1a8464fabb4818386b2,f04ed0315ed5f5393f3ede140aaea154a829c7ef503f158d7468ce2d8df26330,5f9db66b1b68c1096737b7802b6471ae49222272f315e82167f870aca6b5417e,,included,complete,2026-07-31T01:10:10Z
369,Law and Technology Minor,,,2026-2027,catoid=22,poid=32793,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32793&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32793,direct_html,369_law_and_technology_minor.txt,1148,41,1544a2971b156b27c94d0c3e73e824feba59979a3221c2ae68d3df76b1f8b75c,c591bb1d599d957335c469062a410808959e95cd8b590524520ca9c233716c27,5747347f6575fb1f48c35de643c76783a27483d4c7b2b8c0f4fbbb719c5e9d26,,included,complete,2026-07-31T01:10:12Z
370,"Law, Advocacy and Persuasive Performance Minor",,,2026-2027,catoid=22,poid=32933,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32933&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32933,direct_html,370_law_advocacy_and_persuasive_performance_minor.txt,1608,44,48c11e8a677318c532e4fc35d0b5d1acf69890d8c76678cf44346552c85bcd2e,6ae63b2aefbd4064f012b747f25b90e77ed523967553f08c30bf29b9551bdc55,97b896b35e1e1d356991f56f5fe145fdf31694a2a955bd522978c036bba95d25,,included,complete,2026-07-31T01:10:15Z
371,Legal Studies Minor,,,2026-2027,catoid=22,poid=32584,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32584&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32584,direct_html,371_legal_studies_minor.txt,3265,77,c2ceae977eeb8e9f491589d78e4fdea9ea7756f38cd63d51385f1f7724552b81,5aea57368809d4d9be3ced4a0fffc7f0c2a0224c55114d0d07335ed894112791,032d8b442f49252b1ef42d4ba579524fdfa52fca38cd25207146908be1f0d414,,included,complete,2026-07-31T01:10:17Z
372,LGBTQ Studies Minor,,,2026-2027,catoid=22,poid=31816,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31816&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31816,direct_html,372_lgbtq_studies_minor.txt,1339,40,ab4af4bbba0dd7a224565e739c6d25b2599f7e34cf8be261601c7308e4c06950,7bffb67159b9bc5d967fb2ef84e32dfe008ab41d0729ce22f8ed1cb3d5d9f5d9,fd7a3a57ff7e82fc7c30963cb7daae1b870557e1ee6e1c1b8dfa58f7f7403909,,included,complete,2026-07-31T01:10:19Z
373,Linguistics Minor,,,2026-2027,catoid=22,poid=31845,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31845&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31845,direct_html,373_linguistics_minor.txt,761,54,890cf87eddcd41a052ae74e3d7d9902ebfe0129d598f0068c83a41dd4d55195f,0c2ad0bf75b4edaade354879917357e48685aec1809bb0cc9ad885882d018532,b6f3f0c0175fdc64f17558a3a7b3b4fd2f60154dd19d80865b6ff15ce219c361,,included,complete,2026-07-31T01:10:21Z
374,Logic Minor,,,2026-2027,catoid=22,poid=32954,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32954&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32954,direct_html,374_logic_minor.txt,2677,67,b2f5a6361937d3ac7c72e7a4123c580c057025ffadfdc04b24c847b6bdcc474d,6ead427ea28720b0f3e858aba3b8282b713ca8704453d416fe2999ce87234e43,41586c60698dcd597cb7c5017071c1ba79c97e7822175857f12ca28db4ad09d5,,included,complete,2026-07-31T01:10:23Z
375,Luso-Brazilian Studies Minor,,,2026-2027,catoid=22,poid=32425,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32425&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32425,direct_html,375_luso_brazilian_studies_minor.txt,3013,48,1200b6039a532cdb9a403a5da1d019f0da1b767a206252a1196573cc754d4d72,584749dba3463e1ef60ec47a66203a00c07068774d8966bdc70f8afab51bc16d,87b7285168664a611057d4f0271de2e6fe94dff3d3d8a54911171b2cb79a257f,,included,complete,2026-07-31T01:10:25Z
376,Management Consulting Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31606,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31606&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31606,direct_html,376_management_consulting_minor.txt,1211,35,26a58cb76ee922099046d1556add4ce2d7e4a1241b181ff83c15bd4d9c0bce7c,8a3175c3df31b87999d9f225d237e2eb0e0c6c0319b4dd1603146fe9fceab852,c466d8d295429f4506deac35dd38f88b4d2bf611f0d42885cd496b3f9159b397,,included,complete,2026-07-31T01:10:28Z
377,Managing Human Relations Minor,,College,2026-2027,catoid=22,poid=31932,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31932&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31932,direct_html,377_managing_human_relations_minor.txt,2402,69,91e2d211bbd59b371617c95bcb10703aba3d842df15bb8ae863d4df9098015ad,09034925955241ab44ad23fcf40cbe20440e03c9842733bcb8e44a6c820562af,54423ab3cf479ea89ff744aeb48e05c8c100f29d4594a7ace7d89fcc49e2784c,,included,complete,2026-07-31T01:10:30Z
378,Marine Biology Minor,,,2026-2027,catoid=22,poid=32470,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32470&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32470,direct_html,378_marine_biology_minor.txt,3137,46,628ebc909cd0a82a8b2f1a84dc706b204b526564a7dd679ecce246397fa6245f,a4774ebb1e9417d7a0dad79a243aa55437dbbc89a0240d1ce24a50627d6639f0,94d51aa98c09622eb06e014896b9d6305c4cfd546ef11c9a92b4cee7186058f8,,included,complete,2026-07-31T01:10:32Z
379,Marketing Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31607,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31607&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31607,direct_html,379_marketing_minor.txt,883,13,3fd9abadee726cdb3b18ec74b999a529b0bf7eecc6fded9561486a3379c01539,747d4bb5112f687682dfc5019d1d223e81830c405f373a1245dba5d73fcb5b7b,45335fa1eb7f1c1f740528a0948d1c94574d00118e66dc3228001e5f3d6b42a0,,included,complete,2026-07-31T01:10:34Z
380,Materials Science Minor,,Viterbi School of Engineering for the minor and departmental approval is requir,2026-2027,catoid=22,poid=32875,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32875&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32875,direct_html,380_materials_science_minor.txt,1233,37,e11455e9454b95da2870c7c6fccab5d8de8f81ee81ff201cea35e1ebdde59855,d7b55f3e86f7e1760c6bc956b58f1db47044857b49b763a862aa9d2d5cfe5bdc,d4badbc1400cdfb66531980fa52dc1d1e7c26a0d21b3ac2dd917f04bf5e6edd4,,included,complete,2026-07-31T01:10:36Z
381,Mathematical Data Analytics Minor,,,2026-2027,catoid=22,poid=32663,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32663&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32663,direct_html,381_mathematical_data_analytics_minor.txt,2199,46,ecfc386fb5c2877be49a08d703fb493a4d50be2623a514648844d2f4ad282adf,713a9b7595218f89419e9f9ede1bef1b7e64a4e418afdff637b85101c66f6026,96501e7d05018245cf0a2caabee53696a22771f7ab2e641427b1f670171c4103,,included,complete,2026-07-31T01:10:39Z
382,Mathematical Finance Minor,,,2026-2027,catoid=22,poid=31851,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31851&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31851,direct_html,382_mathematical_finance_minor.txt,4265,100,ef819568f8866dc3f45f663f3e90fdb8f296de8bd3f74062eaf59a628d569256,329b082aedbdb2b01770ce5dd177ef4a12f749597d34f86c0a6f12a2760c9d65,be50824a0011af7c8e065e662f2766b6b438ee62b43775e7d49e98876e45f6e3,,included,complete,2026-07-31T01:10:42Z
383,Mathematics Minor,,,2026-2027,catoid=22,poid=31857,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31857&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31857,direct_html,383_mathematics_minor.txt,1178,44,803336b540cef74ae17b9d11be28537afc9638d29393796ddbf53095552db1e1,eea3c8c8c18624083e07b87c775475014f1c6337fdb90acd836414ad9b3fdecc,07fa9c10f9cf960c3b77b60f4db92f71dfced3b7f7109666896b979d7afffb46,,included,complete,2026-07-31T01:10:44Z
384,Media and Social Change Minor,,,2026-2027,catoid=22,poid=31688,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31688&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31688,direct_html,384_media_and_social_change_minor.txt,2136,57,8e52e5479f3aeec8356e11e7d1b63ceca053067bd85f037300b27f338d34237b,ddfb3d19896523a121253af1d846dd1f37527a17394d9bb597239c884ea6c98b,43f6bfe029765e764d18c9d5a28ed64c3783906cf7254529b3f75bfc1c585a8b,,included,complete,2026-07-31T01:10:46Z
385,Media Economics and Entrepreneurship Minor,,,2026-2027,catoid=22,poid=31616,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31616&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31616,direct_html,385_media_economics_and_entrepreneurship_minor.txt,2915,81,d4f54adfc58d08375f83545bc5bc6ed52c6c7b0987fbc6987c8d6accffa591ce,6f34899fbc507b8e71dd12de1f049148dffdefc7f50898202da1f8ad29f22297,d3fa2bb2191d935b59ed4c7b64f4ae6a8031c2cd90ed6b1f3e28704f12ebbd72,,included,complete,2026-07-31T01:10:48Z
386,Medical Anthropology Minor,,,2026-2027,catoid=22,poid=31704,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31704&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31704,direct_html,386_medical_anthropology_minor.txt,2015,48,d3475e6bdfc2d3ddf9b23e03bc186577de868d5b22e9dc9e76166473b3778250,4b7223adaf48f6496b2cf1540265d7f229fc18e27902d90b193180e57121acbe,096760933cff5b6158527fdfd4100876e739f959a7b1c3d0b1416b47f14269a8,,included,complete,2026-07-31T01:10:51Z
387,Middle East Studies Minor,,,2026-2027,catoid=22,poid=31868,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31868&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31868,direct_html,387_middle_east_studies_minor.txt,3645,70,1e97e498608233799e31202e38493ea680b8f16afe339e324711d7ef1d295fc3,206ae2bb87d3dd689e935b67150058afa2e713b492ac10d6ea560e8060c7afe6,0893ca3c8414f796f3ad67d7170079d9ca3e0e6c469f6d5a92352aff59216a5e,,included,complete,2026-07-31T01:10:54Z
388,Mind Body Studies Minor,,,2026-2027,catoid=22,poid=32739,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32739&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32739,direct_html,388_mind_body_studies_minor.txt,2492,59,87146634ef8c8562481c2c8c7812a38d58edd7920c7b1c114da673cffd08f07c,66d31194f5f777c177005bbe408cdbe3af8c5d254eb72d2c64cdd00265ee99c3,c7a963e3268e5a23aad1034187a8e469dcdfaa902dc687b8e7f469818f48f395,,included,complete,2026-07-31T01:10:56Z
389,Mobile App Development Minor,,,2026-2027,catoid=22,poid=32129,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32129&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32129,direct_html,389_mobile_app_development_minor.txt,2017,45,6d5ea2f87e8725bca95dd30bde1e433dec5c945bf8fadede69b3d2215e0f689e,05d6b8eaf37d6fc0766059839c556bff89770ce768264a01e3ee1b5ef6db8857,83ddff98373ff70bf75dd768ccfd76502ead33712cb59f2530341140cb73ceb8,,included,complete,2026-07-31T01:10:58Z
390,Modern Art Markets and Ethics Minor,,,2026-2027,catoid=22,poid=32553,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32553&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32553,direct_html,390_modern_art_markets_and_ethics_minor.txt,4558,127,d2a190c863bb6f42a603c044e6f002c735da68f240d6054216c668711ea4cf92,99cdf69551943f07f5ad21bc21160cd68ceda8f86f28ffa4663f560ac9d357f4,b0d0a6dbe17e609a381e6d9991ba83a284a36ddfa89fd4681437c38bd668daec,,included,complete,2026-07-31T01:10:59Z
391,Music Industry Minor,,Thornton School of Music,2026-2027,catoid=22,poid=32245,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32245&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32245,direct_html,391_music_industry_minor.txt,2367,59,dfcefa6205d2e21433fadc1b8129f7b156f6140bab5de23b452e6b1bb1d3ddd1,2cd1d30d944f97df41febc16d786721cc4745e921a3cbcb32c44ddb0cb08b677,aaf1baa6e31d3f3a7e0a9e11f139895727fdfe8940aa8c4469ab2a41cf90363e,,included,complete,2026-07-31T01:11:01Z
392,Music Production Minor,,Thornton School of Music to assure that the student has sufficient musical backg,2026-2027,catoid=22,poid=32384,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32384&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32384,direct_html,392_music_production_minor.txt,1959,55,30f59e8a70951c4b989763b162c7f115aad12fcdaae62fe8d58e51144c070f37,5d4bd45abeac90ec9ba03104a6da6a68e7a38c3818c56548ef942a9d0ca9a729,f58b3b300c03d6d5ca555a712e1bfb3d23f5702c5c1a092c5cd747856d7d3fb4,,included,complete,2026-07-31T01:11:04Z
393,Music Recording Minor,,Thornton School of Music to assure that the student has sufficient musical backg,2026-2027,catoid=22,poid=32244,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32244&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32244,direct_html,393_music_recording_minor.txt,1872,45,d57a817cd70b5471f3cd702f1e5927b993f0119560fb938948d83471bbf03666,4428c443ff0adc0fbfbe32977525afbe9bd8c1ed5de2de4da461e57771cc8ab7,badeeff4f1bb215b80a504ab161f1bef8b2dcc0eec4ce6403025706295ee60c2,,included,complete,2026-07-31T01:11:06Z
394,Musical Studies Minor,,,2026-2027,catoid=22,poid=32248,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32248&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32248,direct_html,394_musical_studies_minor.txt,623,21,064b645197b582a9609c2be824fcaa3d3b1b477dfbe6388580a60946dfa57cb9,59212ff37a0c7033b2a6be251385a5cf55f63a8786d836b90fe7c3d87b66fba4,b716847a8a2333291163a6cfcd941bedcadb3e288929641e69e651bc5465870c,,included,complete,2026-07-31T01:11:08Z
395,Musical Theatre Minor,,,2026-2027,catoid=22,poid=32247,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32247&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32247,direct_html,395_musical_theatre_minor.txt,1432,38,60a33838be75e57df7e8ae56fb095c0ec31afdae7261e4f024e4079891b71515,21d0da43c4c7ac2f34d8a6cd01f2fe19e1869568925768251075f10a4680cd6d,aab1283e2a3cb1dfb55ca7a7fb3c290eb718b767ae80e369f8e85dd9e07e531f,,included,complete,2026-07-31T01:11:11Z
396,Nanotechnology Minor,,,2026-2027,catoid=22,poid=32439,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32439&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32439,direct_html,396_nanotechnology_minor.txt,1701,56,0d93ce894cf8802f3369604f20c8aac3c3507273bba95d3764faa98376870c70,4bf290f12a2e2b8b47a8fe82373fe3ea82aff4271fe96d21e4a08360acd38cb0,d3c87f85945e27f822c44d966c859bb85e3c513a87db63344555c4bb44d2754f,,included,complete,2026-07-31T01:11:13Z
397,Narrative Structure Interdisciplinary Minor,,,2026-2027,catoid=22,poid=31793,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31793&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31793,direct_html,397_narrative_structure_interdisciplinary_minor.txt,6113,143,115a8f57b0069d0283c22a864c0d09ae480a96b55f51b0836cef6d30a5faf458,86977da1a69c343608fe6935d302f49c839b2eda6d3bc2442bdf4b0e0b3a9a85,855ec5732b7b7d62d8e9646e7f7b6bb460555fbe4bd2f71e78ab6daa628fb025,,included,complete,2026-07-31T01:11:15Z
398,Native American Studies Minor,,,2026-2027,catoid=22,poid=32497,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32497&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32497,direct_html,398_native_american_studies_minor.txt,1220,33,510af9e5b95e5ff94a29015fa27815192affeebcee9c6e27c6ec3661f10551ac,cbe939d4613bd4fab4da4e6671fa3484e2710c781a1a35b963d2a67b15e6f6bc,1767ce261e28799bac4adc151d2320e17551a5010912aab8fd1bd9678e4fa7d0,,included,complete,2026-07-31T01:11:17Z
399,Natural Science Minor,,,2026-2027,catoid=22,poid=31724,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31724&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31724,direct_html,399_natural_science_minor.txt,1445,42,84d5c767034375187cca9223a4b27b97c4e2e21b240e1ce338d8d5b803c8a4cf,523a01230948f83821e1eb810da5e7c86e68dc06b55c47f76681988b6ff107dc,9e47d81a8d2628c956de6ec1d009c18cc0d26a5c29467e4ea6ca3c26e9de2659,,included,complete,2026-07-31T01:11:20Z
400,Neuroscience Minor,,,2026-2027,catoid=22,poid=31872,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31872&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31872,direct_html,400_neuroscience_minor.txt,5142,125,1049c75c1b4d33cb91d61db9cc61c70dd3babbc99f50bfc0e3bd9e00f8bbdea5,b0f9e71f768f5b1589cc630ad1d545d12cbf25b75b10613599fda3d97c06da67,30eac367978e97cc277fd404569729ee1fd2fecdafdfe05de70af3d1481620f8,,included,complete,2026-07-31T01:11:23Z
401,News Media and Society Minor,,,2026-2027,catoid=22,poid=31969,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31969&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31969,direct_html,401_news_media_and_society_minor.txt,1571,36,f30e51cfb4f6dbec64c8c7b7ed392c98a73f383c8ac2ce350f637bad248735cd,23f02d98a84385e6cf0b1c6a35430bad91c40c8f67d768c5435ae8d7a880202e,bf86959ffe907a9755f90d11c4084539d4571d4351ecea494ff7eb8b990c5d9f,,included,complete,2026-07-31T01:11:25Z
402,"Nonprofits, Philanthropy and Volunteerism Interdisciplinary Minor",,USC Price School of Public Policy,2026-2027,catoid=22,poid=32395,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32395&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32395,direct_html,402_nonprofits_philanthropy_and_volunteerism_interdisciplinary_minor.txt,285,7,acd84255a96f6180d36d299bb77a67b225a30b727c74057cd8c057ac83e0f4e8,ea12c8e4fb1a25e07db93d0d460e8406239d721b0d835170714af828cc54afcc,01c0d9c0db1767c6b03d198f840e8d40098acf93160f47c5c8439c1199130135,,included,complete,2026-07-31T01:26:36Z
403,"Nonprofits, Philanthropy and Volunteerism Minor",,,2026-2027,catoid=22,poid=32310,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32310&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32310,direct_html,403_nonprofits_philanthropy_and_volunteerism_minor.txt,1792,28,b22f249356219f3d064f5799a8f0dcdea5701d8b230d0cc7cd4287c40d7a840e,f5f9a57da5ac79fb01873fd1477f754182af36e69a103c9f65421457fc9eeb91,9cb9ce43e81ad6a5e99f15ab5dd17d8be25936a99a428bba4c4e4cf16606c3d6,,included,complete,2026-07-31T01:11:29Z
404,Nutrition and Health Promotion Minor,,,2026-2027,catoid=22,poid=32217,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32217&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32217,direct_html,404_nutrition_and_health_promotion_minor.txt,1388,28,4c5564aff1fb49415cbe6e5ecc028292cecf889e67a538f1f2809133714d4ebc,8d1411375979d84035dd51aab9a6d41cdc5a15be110586ba76913ec41f7f2bb9,bc83f6c0a60b5bc4199cd8a99228f4cd66ead0982e664c35a5399181683d4e94,,included,complete,2026-07-31T01:11:31Z
405,Occupational Science Minor,,,2026-2027,catoid=22,poid=32167,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32167&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32167,direct_html,405_occupational_science_minor.txt,3001,43,82558409b47e7bb3c73b51da5e3173ec0535088508776fcd47242b1e289914a9,bf6af25a04364df7efa8b3a8e52a3f0837b69da3122bd9d49b53e8c62813daaf,6f1d24645213e7a850068d7dfadc4d5d4afbe4b7e575c3748a9fedc3927ae578,,included,complete,2026-07-31T01:11:33Z
406,Operations and Supply Chain Management Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31608,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31608&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31608,direct_html,406_operations_and_supply_chain_management_minor.txt,1519,40,a88ed461de729314157ef9ad8d28fa99fddc3f2083357e8b44257504998ca780,bbe90132314a346d7ba8fa768de4a7480f3d758842614526f39d72494db0d089,bbec63c73e4c673418a5f70991ffff0b2478f2a1a3a0b323bf60f07c7214763b,,included,complete,2026-07-31T01:11:35Z
407,Organizational Leadership and Management Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31609,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31609&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31609,direct_html,407_organizational_leadership_and_management_minor.txt,1339,37,88fd7a04caf98ec4cf11d3a71f0c2067945bca68c5013f976810e53e7dd2e798,8202541aaa0ca73ea5840e5324b8de44339f68af835629fca549c4dfa9934a60,e3fd0528d4a114b8d2d1427f88548e607ca956c672194362e66850c0bc5f1406,,included,complete,2026-07-31T01:11:37Z
